portfolio_type,expected_return,volatility,sharpe_ratio,historical_return,historical_volatility,alpha,beta
Current,0.05704576646447535,0.20152033472888597,0.28307697355317263,0.07570967648665583,0.20152033472888597,-0.1874404401270994,0.6666713088528451
Optimal,0.3781364811783059,0.21570603750634282,1.7530176046518253,,,,
