ticker,current_weight,optimal_weight,weight_change,weight_change_pct
NFLX,0.2059,0.15730123698310244,-0.048598763016897556,-23.603090343320815
LULU,0.105,0.01962111769266353,-0.08537888230733646,-81.31322124508235
JD,0.061,0.5613174121421725,0.5003174121421725,820.1924789215942
REGN,0.3591,0.0022287945118783506,-0.3568712054881216,-99.3793387602678
RHHBY,0.1977,0.24886779278030988,0.05116779278030989,25.881534031517393
UNH,0.0629,0.01066364588987353,-0.05223635411012647,-83.0466679016319
