portfolio_name,total_return,annualized_return,annualized_volatility,sharpe_ratio,start_date,end_date
Example Investment Portfolio,-0.004328454184798325,-0.4210672645905188,0.31910820477842317,-1.319512498536013,2025-11-02,2025-11-07
