returns,volatility,sharpe_ratio,trades,num_operations,return_improvement,volatility_change,sharpe_improvement,signature
0.09571141255406636,0.19435922494735539,0.4924459468285644,Buy UNH 0.1%; Buy RHHBY 0.9%; Buy NFLX 0.8%; Buy JD 8.3%,4,67.78004484113596,-3.5535420240169113,73.9618523708939,JD:8.5|NFLX:1.0|RHHBY:1.0
0.0961048416501716,0.19552082631279108,0.49153250557781814,Buy JD 8.4%; Buy NFLX 1.3%; Buy REGN 0.1%; Buy UNH 0.2%,4,68.46971757320492,-2.9771230899185497,73.63916937789703,JD:8.5|NFLX:1.5
0.09562421239256369,0.19487779749847256,0.49068808053063706,Buy REGN 0.1%; Buy NFLX 1.0%; Buy UNH 0.5%; Buy JD 8.5%,4,67.62718483607848,-3.2962118881699096,73.34086710463833,JD:8.5|NFLX:1.0|UNH:0.5
0.09581485247090077,0.1953640345778703,0.49044263790892306,Buy UNH 0.3%; Buy RHHBY 0.1%; Buy NFLX 1.3%; Buy JD 8.3%,4,67.96137278752936,-3.054927513542458,73.25416184612394,JD:8.5|NFLX:1.5|UNH:0.5
0.0955939225623921,0.19523251032648214,0.4896414147548117,Buy NFLX 1.1%; Buy JD 8.1%; Buy REGN 0.1%; Buy RHHBY 0.7%,4,67.57408741614908,-3.1201935084432204,72.97112110845657,JD:8.0|NFLX:1.0|RHHBY:0.5
0.09463175488103012,0.19343593802640363,0.4892149610178077,Buy JD 8.1%; Buy RHHBY 1.4%; Buy UNH 0.2%; Buy NFLX 0.3%,4,65.88742819322295,-4.011702696583227,72.82047171735591,JD:8.0|NFLX:0.5|RHHBY:1.5
0.09539659561557409,0.1950531003235552,0.48908012975610066,Buy NFLX 0.9%; Buy RHHBY 0.5%; Buy REGN 0.4%; Buy JD 8.2%,4,67.22817752826829,-3.209221746297392,72.77284111709386,JD:8.0|NFLX:1.0|REGN:0.5|RHHBY:0.5
0.09551891166968735,0.19428945925906962,0.49163198062289337,Buy UNH 0.0%; Buy REGN 0.3%; Buy JD 8.3%; Buy NFLX 0.6%; Buy RHHBY 0.8%,5,67.44259493677032,-3.5881617006761526,73.67431001255433,JD:8.5|NFLX:0.5|REGN:0.5|RHHBY:1.0
0.0959287327223353,0.19528002225190488,0.49123679737495296,Buy NFLX 1.2%; Buy JD 8.5%; Buy REGN 0.0%; Buy UNH 0.2%; Buy LULU 0.2%,5,68.16100241562009,-3.0966167684151444,73.53470725964226,JD:8.5|NFLX:1.0
0.09477244713733586,0.19395215025494494,0.48863829048948415,Buy RHHBY 0.3%; Buy NFLX 0.4%; Buy UNH 0.5%; Buy REGN 0.3%; Buy JD 8.6%,5,66.13405868839448,-3.755543818504845,72.61675662139272,JD:8.5|NFLX:0.5|REGN:0.5|RHHBY:0.5|UNH:0.5
0.09462266777123297,0.1942970526848363,0.48700001602555293,Buy LULU 0.2%; Buy NFLX 0.7%; Buy JD 8.2%; Buy UNH 0.2%; Buy RHHBY 0.8%,5,65.87149868546042,-3.5843936314255296,72.03801846287433,JD:8.0|NFLX:0.5|RHHBY:1.0
0.09491907403858715,0.1949310183722123,0.486936737063279,Buy RHHBY 0.2%; Buy NFLX 0.9%; Buy REGN 0.4%; Buy UNH 0.3%; Buy JD 8.3%,5,66.39109248833931,-3.2698022090616745,72.01566448562227,JD:8.5|NFLX:1.0|REGN:0.5|UNH:0.5
0.09419723390235951,0.1936927566661059,0.4863229556112926,Buy JD 8.4%; Buy REGN 0.7%; Buy RHHBY 0.9%; Buy NFLX 0.0%; Buy UNH 0.1%,5,65.12572227602537,-3.8842621382654943,71.79883955483321,JD:8.5|REGN:0.5|RHHBY:1.0
0.09452194222180454,0.1944884895002692,0.4860027576165309,Buy NFLX 0.5%; Buy LULU 0.3%; Buy JD 8.5%; Buy RHHBY 0.4%; Buy REGN 0.4%,5,65.69492896666954,-3.489397354404427,71.68572615294022,JD:8.5|LULU:0.5|NFLX:0.5|REGN:0.5|RHHBY:0.5
0.09402098761754939,0.19387428819175914,0.4849585187106098,Buy LULU 0.1%; Buy RHHBY 1.4%; Buy JD 8.0%; Buy NFLX 0.3%; Buy REGN 0.3%,5,64.8167663346237,-3.7941811417757467,71.3168374747783,JD:8.0|NFLX:0.5|REGN:0.5|RHHBY:1.5
0.09386818380876594,0.19358426801444284,0.484895724076931,Buy UNH 0.2%; Buy NFLX 0.3%; Buy LULU 0.3%; Buy JD 8.3%; Buy RHHBY 1.1%,5,64.54890454880896,-3.9380972273194113,71.29465459183638,JD:8.5|LULU:0.5|NFLX:0.5|RHHBY:1.0
0.0945564384686795,0.19500390491693848,0.48489510253118073,Buy JD 8.2%; Buy UNH 0.4%; Buy LULU 0.1%; Buy RHHBY 0.3%; Buy NFLX 1.1%,5,65.75540014448505,-3.2336338765585384,71.29443502408333,JD:8.0|NFLX:1.0|RHHBY:0.5|UNH:0.5
